isbn,section,title,page
9780387945156,Ch. 7,Applications to Linear Models,283
9780387945156,Ch. 8,"Applications to Nonlinear, Nonparametric, and Multivariate Models",331
9780387945156,Ch. 9,Applications to Time Series and Other Dependent Data,386
9780387945156,Ch. 10,Bayesian Bootstrap and Random Weighting,416
9780387945460,Ch. 1,Probability Models,1
9780387945460,Ch. 2,Sufficient Statistics,82
9780387945460,Ch. 3,Decision Theory,144
9780387945460,Ch. 4,Hypothesis Testing,214
9780387945460,Ch. 5,Estimation,296
9780387945460,Ch. 6,Equivariance,344
9780387945460,Ch. 7,Large Sample Theory,394
9780387945460,Ch. 8,Hierarchical Models,476
9780387945460,Ch. 9,Sequential Analysis,536
9780387945477,1,Overview,1
9780387945477,2,"Measurability Concepts for Stochastic Processes, Point and Jump Processes and Random Measures",35
9780387945477,3,Projections,89
9780387945477,4,The Compensator: Definition and Basic Properties,113
9780387945477,5,The Poisson Process,153
9780387945477,6,The Marked Poisson Process,175
9780387945477,7,Continuous Time Markov Chains,207
9780387945477,8,Existence and Uniqueness of Point Process Distributions,249
9780387945477,9,Stochastic Ordering,271
9780387945477,10,Absolute Continuity,321
9780387945477,11,Filtering,347
9780387945583,1,Introduction,1
9780387945583,2,Spaces of Probability Measures,19
9780387945583,3,Conditioning and Martingales,37
9780387945583,4,Basic Limit Theorems,65
9780387945583,5,Markov Chains,89
9780387945583,6,Foundations of Continuous-Time Processes,109
9780387945873,1,Elements of Probability Theory,1
9780387945873,2,"Random Variables, Densities, and Cumulative Distribution Functions",43
9780387945873,3,Mathematical Expectation and Moments,109
9780387945873,4,Parametric Families of Density Functions,169
9780387945873,5,Basic Asymptotics,221
9780387945873,6,"Sampling, Sample Moments, Sampling Distributions, and Simulation",297
9780387945873,7,Elements of Point Estimation Theory,363
9780387945873,8,Point Estimation Methods,427
9780387945873,9,Elements of Hypothesis-Testing Theory,509
9780387945873,10,Hypothesis-Testing Methods,595
9780387946184,1,Introduction,1
9780387946184,2,The Bayes Error,9
9780387946184,3,Inequalities and Alternate Distance Measures,21
9780387946184,4,Linear Discrimination,39
9780387946184,5,Nearest Neighbor Rules,61
9780387946184,6,Consistency,91
9780387946184,7,Slow Rates of Convergence,111
9780387946184,8,Error Estimation,121
9780387946184,9,The Regular Histogram Rule,133
9780387946184,10,Kernel Rules,147
9780387946184,11,Consistency of the k-Nearest Neighbor Rule,169
9780387946184,12,Vapnik-Chervonenkis Theory,187
9780387946184,13,Combinatorial Aspects of Vapnik-Chervonenkis Theory,215
9780387946184,14,Lower Bounds for Empirical Classifier Selection,233
9780387946184,15,The Maximum Likelihood Principle,249
9780387946184,16,Parametric Classification,263
9780387946184,17,Generalized Linear Discrimination,279
9780387946184,18,Complexity Regularization,289
9780387946184,19,Condensed and Edited Nearest Neighbor Rules,303
9780387946184,20,Tree Classifiers,315
9780387946184,21,Data-Dependent Partitioning,363
9780387946184,22,Splitting the Data,387
9780387946184,23,The Resubstitution Estimate,397
9780387946184,24,Deleted Estimates of the Error Probability,407
9780387946184,25,Automatic Kernel Rules,423
9780387946184,26,Automatic Nearest Neighbor Rules,451
9780387946184,27,Hypercubes and Discrete Spaces,461
9780387946184,28,Epsilon Entropy and Totally Bounded Sets,479
9780387946184,29,Uniform Laws of Large Numbers,489
9780387946184,30,Neural Networks,507
9780387946184,31,Other Error Estimates,549
9780387946184,32,Feature Extraction,561
9780387946405,1,Stochastic Convergence,1
9780387946405,2,Empirical Processes,79
9780387946405,3,Statistical Applications,277
9780387947167,1,Introduction,1
9780387947167,2,Simple Univariate Density Estimation,13
9780387947167,3,Smoother Univariate Density Estimation,40
9780387947167,4,Multivariate Density Estimation,96
9780387947167,5,Nonparametric Regression,134
9780387947167,6,Smoothing Ordered Categorical Data,215
9780387947167,7,Further Applications of Smoothing,252
9780387948300,Ch. I,Probability Spaces,1
9780387948300,Ch. II,Integration,29
9780387948300,Ch. III,Independence and Product Measures,86
9780387948300,Ch. IV,Convergence of Random Variables and Measurable Functions,137
9780387948300,Ch. V,Conditional Expectation and an Introduction to Martingales,210
9780387948300,Ch. VI,An Introduction to Weak Convergence,250
9780387950075,1,Descriptive Statistics,1
9780387950075,2,How to Count,43
9780387950075,3,Elements of Probability,57
9780387950075,4,Some Probability Distributions,99
9780387950075,5,Statistical Inference for Two Proportions,154
9780387950075,6,Comparing Multiple Proportions,200
9780387950075,7,Comparing Means,222
9780387950075,8,Combining Evidence Across Independent Strata,237
9780387950075,9,Sampling Issues,256
9780387950075,10,Epidemiology,282
9780387950075,11,Survival Analysis,317
9780387950075,12,Nonparametric Methods,339
9780387950075,13,Regression Models,350
9780387950075,14,More Complex Regression Models,417
9780387951102,1,The Importance of Statistics in an Information-Based World,1
9780387951102,2,Data: The Factual Information,35
9780387951102,3,Statistical Models: The Experimenter's View,46
9780387951102,4,Comparing Model and Data,59
9780387951102,5,Probability: A Fundamental Tool of Statistics,72
9780387951102,6,Some Widely Used Statistical Models,96
9780387951102,7,Some Important Statistics and Their Sampling Distributions,116
9780387951102,8,Statistical Analysis: The Statistician's View,145
9780387951102,9,Examining Proportions and Success Rates,174
9780387951102,10,Model and Data Checking,191
9780387951102,11,"Questions About the ""Average"" Value",218
9780387951102,12,"Comparing Two Groups, Treatments, or Processes",233
9780387951102,13,"Comparative Studies, Surveys, and Designed Experiments",282
9780387951102,14,Comparing More Than Two Treatments or Groups,326
9780387951102,15,Comparing Mean Response When There Are Three or More Treatments,359
9780387951102,16,Comparing Patterns of Response: Frequency Tables,424
9780387951102,17,Studying Relations Between Variables,449
9780387951102,18,Prediction and Estimation: The Role of Explanatory Variables,512
9780387951102,19,Questions About Variability,566
9780387951102,20,Cause and Effect: Statistical Perspectives,586
9780387951102,21,Studying Changes in Response over Time,593
9780387951638,1,Basic Probability Concepts,1
9780387951638,2,Some Initial Definitions,5
9780387951638,3,Some Results Independent of Specific Distributions,15
9780387951638,4,Discrete Distributions and Combinatorials,29
9780387951638,5,Specific Discrete Distributions,35
9780387951638,6,The Normal (or Gaussian) Distribution and Other Continuous Distributions,44
9780387951638,7,Generating Functions and Characteristic Functions,58
9780387951638,8,The Monte Carlo Method: Computer Simulation of Experiments,66
9780387951638,9,Queueing Theory and Other Probability Questions,81
9780387951638,10,Two-Dimensional and Multidimensional Distributions,92
9780387951638,11,The Central Limit Theorem,107
9780387951638,12,Inverse Probability; Confidence Limits,119
9780387951638,13,Methods for Estimating Parameters. Least Squares and Maximum Likelihood,146
9780387951638,14,Curve Fitting,170
9780387951638,15,Bartlett S Function; Estimating Likelihood Ratios Needed for an Experiment,201
9780387951638,16,Interpolating Functions and Unfolding Problems,213
9780387951638,17,Fitting Data with Correlations and Constraints,221
9780387951638,18,Beyond Maximum Likelihood and Least Squares; Robust Methods,231
9780387951669,1,Birth - Death Queues,1
9780387951669,2,Jackson Networks,15
9780387951669,3,Stochastic Comparisons,37
9780387951669,4,Kelly Networks,69
9780387951669,5,Technical Desiderata,97
9780387951669,6,Single-Station Queues,125
9780387951669,7,Generalized Jackson Networks,159
9780387951669,8,A Two-Station Multiclass Network,215
9780387951669,9,Feedforward Networks,259
9780387951669,10,Brownian Approximations,299
9780387951669,11,Conservation Laws,337
9780387951669,12,Scheduling of Fluid Networks,375
9780387951706,1,Introduction,1
9780387951706,2,Characteristics of Time Series,29
9780387951706,3,ARMA Modeling and Forecasting,89
9780387951706,4,Parametric Nonlinear Time Series Models,125
9780387951706,5,Nonparametric Density Estimation,193
9780387951706,6,Smoothing in Time Series,215
9780387951706,7,Spectral Density Estimation and Its Applications,275
9780387951706,8,Nonparametric Models,313
9780387951706,9,Model Validation,405
9780387951706,10,Nonlinear Prediction,441
9780387952321,1,Introduction,1
9780387952321,2,General Aspects of Fitting Regression Models,11
9780387952321,3,Missing Data,41
9780387952321,4,Multivariable Modeling Strategies,53
9780387952321,5,"Resampling, Validating, Describing, and Simplifying the Model",87
9780387952321,6,S-Plus Software,105
9780387952321,7,Case Study in Least Squares Fitting and Interpretation of a Linear Model,121
9780387952321,8,Case Study in Imputation and Data Reduction,147
9780387952321,9,Overview of Maximum Likelihood Estimation,179
9780387952321,10,Binary Logistic Regression,215
9780387952321,11,Logistic Model Case Study 1: Predicting Cause of Death,269
9780387952321,12,Logistic Model Case Study 2: Survival of Titanic Passengers,299
9780387952321,13,Ordinal Logistic Regression,331
9780387952321,14,"Case Study in Ordinal Regression, Data Reduction, and Penalization",345
9780387952321,15,Models Using Nonparametric Transformations of X and Y,375
9780387952321,16,Introduction to Survival Analysis,389
9780387952321,17,Parametric Survival Models,413
9780387952321,18,Case Study in Parametric Survival Modeling and Model Approximation,443
9780387952321,19,Cox Proportional Hazards Regression Model,465
9780387952321,20,Case Study in Cox Regression,509
9780387952406,1,Asymptotic Distribution of the Empirical Cumulative Distribution Function Predictor under Nonstationarity,1
9780387952406,2,Robustness Problems in the Analysis of Spatial Data,21
9780387952406,3,Standards Adoption Dynamics and Test for Nonspatial Coordination,39
9780387952406,4,"Random Fields on Z[superscript d], Limit Theorems and Irregular Sets",57
9780387952406,5,Multiscale Graphical Modeling in Space: Applications to Command and Control,83
9780387952406,6,Unsupervised Image Segmentation Using a Telegraph Parameterization of Pickard Random Field,115
9780387952406,7,Estimation of Motion from Sequences of Images,141
9780387952406,8,Applications of Random Fields in Human Brain Mapping,169
9780387952406,9,In Praise of Tedious Permutation,183
9780387952406,10,Group Analysis of Individual Activation Maps Using 3D Scale-Space Primal Sketches and a Markovian Random Field,201
9780387952406,11,Some Statistical Aspects of Magnetoencephalography,213
9780387952406,12,Statistics of Nonlinear Spatial Distortions in Histological Images,247
9780387952840,1,Introduction,1
9780387952840,2,Overview of Supervised Learning,9
9780387952840,3,Linear Methods for Regression,41
9780387952840,4,Linear Methods for Classification,79
9780387952840,5,Basis Expansions and Regularization,115
9780387952840,6,Kernel Methods,165
9780387952840,7,Model Assessment and Selection,193
9780387952840,8,Model Inference and Averaging,225
9780387952840,9,"Additive Models, Trees, and Related Methods",257
9780387952840,10,Boosting and Additive Trees,299
9780387952840,11,Neural Networks,347
9780387952840,12,Support Vector Machines and Flexible Discriminants,371
9780387952840,13,Prototype Methods and Nearest-Neighbors,411
9780387952840,14,Unsupervised Learning,437
9780387953823,Ch. 1,Probability theory,1
9780387953823,Ch. 2,Fundamentals of statistics,51
9780387953823,Ch. 3,Unbiased estimation,95
9780387953823,Ch. 4,Estimation in parametric models,141
9780387953823,Ch. 5,Estimation in nonparametric models,209
9780387953823,Ch. 6,Hypothesis tests,251
9780387953823,Ch. 7,Confidence sets,309
9780387953977,Ch. 1,Introduction to Logistic Regression,1
9780387953977,Ch. 2,Important Special Cases of the Logistic Model,39
9780387953977,Ch. 3,Computing the Odds Ratio in Logistic Regression,73
9780387953977,Ch. 4,Maximum Likelihood Techniques: An Overview,101
9780387953977,Ch. 5,Statistical Inferences Using Maximum Likelihood Techniques,125
9780387953977,Ch. 6,Modeling Strategy Guidelines,161
9780387953977,Ch. 7,Modeling Strategy for Assessing Interaction and Confounding,191
9780387953977,Ch. 8,Analysis of Matched Data Using Logistic Regression,227
9780387953977,Ch. 9,Polytomous Logistic Regression,267
9780387953977,Ch. 10,Ordinal Logistic Regression,301
9780387953977,Ch. 11,Logistic Regression for Correlated Data: GEE,327
9780387953977,Ch. 12,GEE Examples,377
9780387953977,Ch. 13,Other Approaches for Analysis of Correlated Data,405
